customer_key;nome_completo;eta;paese;sesso;tenure_giorni;recency_giorni;numero_ordini;spesa_totale;aov;diversita_categorie;quota_ordini_scontati;numero_ordini_annullati;regolarita_acquisti;metodo_pagamento_prevalente;regolarita_non_calcolabile;mai_acquistato;target_churned
466;Thierry Thierry;35;Francia;Maschio;249;30;7;245,43;35,06;4;0.000000;3;29,9;Carta di credito;0;0;Si
467;Isabel Torres;29;Portogallo;Femmina;1122;24;53;13372,4;252,31;6;0.000000;7;18,25;Carta di credito;0;0;No
468;Girolamo Turchetta;22;Italia;Maschio;169;25;9;3630,98;403,44;6;0.000000;0;9,01;Contrassegno;0;0;No
469;Alessandra Pedroni;28;Italia;Femmina;439;8;19;8800,61;463,19;6;0.060000;2;19,97;Contrassegno;0;0;No
470;Thomas Laureys;42;Belgio;Maschio;411;5;17;4735,53;278,56;6;0.110000;5;19,91;Bonifico bancario;0;0;No
471;Isabella Cugia;47;Italia;Femmina;1287;23;55;19562,16;355,68;6;0.040000;10;15,11;Contrassegno;0;0;No
472;Márcio Pinheiro;45;Portogallo;Maschio;587;32;22;4800,65;218,21;6;0.000000;4;24,92;Bonifico bancario;0;0;No
473;Bianka Kuświk;26;Polonia;Femmina;321;13;12;675,83;56,32;4;0.000000;0;32,71;Bonifico bancario;0;0;No
474;Robert Morrow;35;Stati Uniti;Maschio;527;51;26;6171,32;237,36;6;0.000000;4;15,84;Bonifico bancario;0;0;No
475;Róża Piórek;18;Polonia;Femmina;73;34;4;747,98;187;4;0.000000;1;7,35;Bonifico bancario;0;0;No
476;Fenna Ridder;30;Paesi Bassi;Femmina;934;20;44;11460,72;260,47;6;0.010000;6;19,77;Carta di credito;0;0;No
477;Luka Drysdale;40;Paesi Bassi;Maschio;748;20;44;11856,15;269,46;6;0.040000;6;13,6;PayPal;0;0;No
478;Benito Argentero;28;Italia;Maschio;258;16;10;4166,02;416,6;5;0.000000;1;15,52;PayPal;0;0;No
479;Miguel Batista;46;Portogallo;Maschio;1119;67;58;13034,3;224,73;6;0.000000;8;13,27;Bonifico bancario;0;0;No
480;Daria Petralli;43;Italia;Femmina;438;3;17;4613,65;271,39;6;0.030000;6;24,42;Carta di credito;0;0;No
481;Nicole Johnson;36;Canada;Femmina;513;3;22;7581,85;344,63;6;0.020000;0;19,84;PayPal;0;0;No
482;Amico Ferragamo;51;Italia;Maschio;410;11;20;5444,27;272,21;5;0.000000;1;14,32;Contrassegno;0;0;No
483;Stephanie Van Hecke;29;Belgio;Femmina;340;18;13;3028,13;232,93;6;0.000000;2;21,33;Carta di credito;0;0;No
484;Cipriano Canil;24;Italia;Maschio;107;107;0;0;0;0;0.000000;2;19,67;N/A;1;1;No
485;Serafina Curatoli;29;Italia;Femmina;932;0;44;7658,23;174,05;6;0.010000;6;19,09;Bonifico bancario;0;0;No
486;Isabel Anjos;32;Portogallo;Femmina;513;37;16;5818,67;363,67;6;0.000000;0;23,79;Carta di credito;0;0;No
487;Benito Lollobrigida;32;Italia;Maschio;775;16;37;8324,33;224,98;6;0.020000;8;20,01;PayPal;0;0;No
488;Ettore Dossi;35;Italia;Maschio;636;67;30;8896,98;296,57;6;0.020000;8;16,04;Contrassegno;0;0;No
489;Serena Accardo;27;Italia;Femmina;290;32;8;2969,4;371,18;5;0.000000;1;21,53;Bonifico bancario;0;0;No
490;Pompeo Musatti;47;Italia;Maschio;522;29;17;3920,61;230,62;5;0.000000;4;36,37;Contrassegno;0;0;No
491;翔太 山本;50;Giappone;Maschio;997;38;51;8615,48;168,93;6;0.000000;6;16,16;Bonifico bancario;0;0;No
493;Aldo Palazzo;22;Italia;Maschio;251;8;9;3661,2;406,8;6;0.000000;1;15,62;PayPal;0;0;No
494;Aaron Baldwin;27;Stati Uniti;Maschio;710;45;29;6810,35;234,84;6;0.040000;7;21,86;Carta di credito;0;0;No
495;Mafalda Marques;35;Portogallo;Femmina;58;3;1;167,98;167,98;2;0.000000;0;19,67;Bonifico bancario;1;0;No
496;Henri Menard;38;Francia;Maschio;392;4;10;2274,88;227,49;5;0.000000;0;33,17;Bonifico bancario;0;0;No
497;Inaya Simons;43;Paesi Bassi;Femmina;135;14;5;198,58;39,72;4;0.000000;1;17,54;PayPal;0;0;No
498;Giancarlo Cocci;55;Italia;Maschio;284;8;8;587,71;73,46;4;0.000000;2;20,29;Carta di credito;0;0;No
499;Tanner Rivas;44;Australia;Maschio;1118;95;57;13855,82;243,08;6;0.020000;10;16,37;Bonifico bancario;0;0;No
500;Traci Sanchez;26;Canada;Femmina;105;48;3;87,02;29,01;2;0.000000;1;2,5;Bonifico bancario;0;0;No
501;Victoria Iacovelli;22;Italia;Femmina;965;43;50;10920,84;218,42;6;0.050000;9;17,03;PayPal;0;0;No
502;Margherita Scaramucci;54;Italia;Femmina;110;1;3;1380,65;460,22;3;0.000000;0;35,98;PayPal;0;0;No
503;Benvenuto Niggli;39;Italia;Maschio;669;46;25;3925,12;157;6;0.020000;0;23,64;Contrassegno;0;0;No
504;Steven Mühlbacher;38;Austria;Maschio;190;52;3;1222,44;407,48;4;0.000000;3;19,38;Bonifico bancario;0;0;No
505;Johann Dorn;45;Austria;Maschio;310;44;5;846,6;169,32;5;0.000000;2;45,74;PayPal;0;0;No
506;Ippazio Bossi;62;Italia;Maschio;323;21;9;3677,71;408,63;5;0.000000;2;27,69;Bonifico bancario;0;0;No
507;Eraldo Paltrinieri;27;Italia;Maschio;213;5;11;2515,36;228,67;6;0.050000;2;15,65;PayPal;0;0;No
508;Goffredo Visconti;34;Italia;Maschio;390;8;16;3871,54;241,97;6;0.000000;1;21;Contrassegno;0;0;No
509;Marco Orengo;44;Italia;Maschio;762;28;31;15322,06;494,26;6;0.010000;2;17,94;Contrassegno;0;0;No
510;Annalisa Callegari;37;Italia;Femmina;172;60;4;2339,6;584,9;1;0.000000;1;23,84;Carta di credito;0;0;No
511;Morena Piccio;24;Italia;Femmina;49;28;2;187,19;93,59;1;0.000000;1;19,67;Carta di credito;1;0;No
512;Costanzo Gotti;20;Italia;Maschio;220;1;9;927,06;103,01;6;0.000000;0;19,26;Carta di credito;0;0;No
513;Pomponio Ravaglioli;52;Italia;Maschio;740;31;27;3778,95;139,96;6;0.020000;5;25,23;Bonifico bancario;0;0;No
514;Virginia Sibilia;29;Italia;Femmina;975;12;59;13735,65;232,81;6;0.030000;6;17,32;Contrassegno;0;0;No
515;Pietro Soranzo;29;Italia;Maschio;598;17;24;3719,69;154,99;6;0.020000;4;20,36;PayPal;0;0;No
516;Azeglio Persico;51;Italia;Maschio;424;10;22;4872,98;221,5;6;0.020000;5;15,25;Bonifico bancario;0;0;No
517;Andre Knox;58;Stati Uniti;Maschio;775;5;40;9040,2;226;6;0.060000;1;14,89;Bonifico bancario;0;0;No
518;Lauretta Necci;18;Italia;Femmina;15;15;0;0;0;0;0.000000;0;19,67;N/A;1;1;No
519;Fredo Tosi;38;Italia;Maschio;297;7;12;1565,33;130,44;5;0.040000;1;18,97;Contrassegno;0;0;No
520;Lex Massa;42;Paesi Bassi;Maschio;525;9;16;5290,97;330,69;6;0.000000;2;28,29;PayPal;0;0;No
521;Hazel Fraser;59;Regno Unito;Femmina;508;169;27;9851,12;364,86;6;0.000000;3;11,07;Bonifico bancario;0;0;No
522;Carsten Möchlichen;18;Germania;Maschio;26;5;2;269,49;134,75;2;0.000000;0;9,24;Carta di credito;0;0;No
523;Danielle Johnson;44;Stati Uniti;Femmina;709;8;30;8213,15;273,77;6;0.050000;3;21,22;Carta di credito;0;0;No
524;Gabriella Gradenigo;40;Italia;Femmina;684;64;26;5550,58;213,48;6;0.040000;5;19,52;Carta di credito;0;0;Si
525;Lana Hauer;39;Austria;Femmina;20;20;0;0;0;0;0.000000;0;19,67;N/A;1;1;No
526;Mariana Pacetti;55;Italia;Femmina;72;9;2;57,9;28,95;2;0.000000;3;29,7;Carta di credito;0;0;No
527;Sven Schatz;42;Austria;Maschio;121;7;4;704,79;176,2;4;0.000000;0;36,06;Bonifico bancario;0;0;No
528;Erika Montanariello;69;Italia;Femmina;675;1;25;3618,72;144,75;6;0.040000;6;24,48;Bonifico bancario;0;0;No
529;Rosina Bonbach;18;Germania;Femmina;30;2;2;1639,42;819,71;4;0.000000;0;9,8;PayPal;0;0;No
530;Teresa Viola;36;Italia;Femmina;487;35;21;8237,38;392,26;6;0.080000;4;16,71;Contrassegno;0;0;No
531;Olgierd Magier;33;Polonia;Maschio;296;28;11;1939,57;176,32;6;0.000000;1;21,74;Carta di credito;0;0;Si
532;Ester Albuquerque;41;Brasile;Femmina;129;98;1;16,99;16,99;1;0.000000;0;19,67;Carta di credito;1;0;No
533;Gionata Piacentini;54;Italia;Maschio;352;15;23;4613,01;200,57;6;0.070000;4;13,74;Bonifico bancario;0;0;No
534;Sergius Pedersoli;41;Italia;Maschio;58;5;4;274,06;68,52;3;0.000000;1;4,72;PayPal;0;0;No
536;Mirco Hendriks;42;Germania;Maschio;623;11;24;7181,25;299,22;6;0.000000;2;23,56;Bonifico bancario;0;0;No
537;Naud Van Wassenaar;32;Paesi Bassi;Maschio;520;8;17;4019,31;236,43;6;0.000000;5;24,53;Carta di credito;0;0;No
538;Reyes Molins;34;Spagna;Femmina;797;42;45;12791,05;284,25;6;0.010000;6;14,73;PayPal;0;0;No
539;Eliana Rensi;45;Italia;Femmina;593;123;13;5998,9;461,45;6;0.000000;2;34,45;Bonifico bancario;0;0;No
540;Matias Freitas;48;Portogallo;Maschio;300;0;12;3851,38;320,95;6;0.000000;2;23,52;Carta di credito;0;0;No
541;Tanner Spencer;46;Australia;Maschio;499;10;25;8293,42;331,74;6;0.020000;3;14,7;PayPal;0;0;No
542;Vincent Perry;46;Regno Unito;Maschio;796;30;35;11544,65;329,85;6;0.010000;5;18,15;Carta di credito;0;0;No
543;Edoardo Renier;40;Italia;Maschio;798;35;46;9208,02;200,17;6;0.010000;6;14,39;PayPal;0;0;No
544;Isabel Guerra;34;Brasile;Femmina;572;20;13;5377,25;413,63;6;0.000000;3;31,18;PayPal;0;0;No
545;Alessandra Capone;25;Italia;Femmina;794;109;38;11263;296,39;6;0.120000;4;15,52;Contrassegno;0;0;No
546;Peer Jacobi Jäckel;52;Germania;Maschio;4;4;0;0;0;0;0.000000;0;19,67;N/A;1;1;No
549;Sheila Riley;18;Regno Unito;Femmina;54;37;1;213,83;213,83;2;0.000000;0;0;PayPal;0;0;No
551;Joanne Rhodes;34;Regno Unito;Femmina;1170;11;56;11682,27;208,61;6;0.030000;7;15,76;PayPal;0;0;No
552;Dino Bettoni;33;Italia;Maschio;612;30;22;4349,77;197,72;6;0.020000;3;31,66;PayPal;0;0;No
553;Jan Vanneste;26;Belgio;Maschio;1157;0;58;10356,45;178,56;6;0.010000;5;17,1;PayPal;0;0;No
554;Germana Sauli;37;Italia;Femmina;408;6;17;3762,52;221,32;6;0.000000;1;20,66;Contrassegno;0;0;No
555;Lucia Boldù;43;Italia;Femmina;351;58;12;4259,38;354,95;6;0.000000;3;21,69;Carta di credito;0;0;No
557;Nino Renzi;19;Italia;Maschio;83;30;4;365,36;91,34;4;0.000000;0;11,11;Bonifico bancario;0;0;No
558;Antônio Cassiano;45;Brasile;Maschio;1068;45;54;12842,77;237,83;6;0.020000;5;18,7;Bonifico bancario;0;0;No
559;Annetta Scarpa;26;Italia;Femmina;255;18;12;3996,5;333,04;6;0.000000;2;15,11;Contrassegno;0;0;No
560;Nathalie Morin;64;Francia;Femmina;994;42;62;12519,96;201,93;6;0.030000;10;12,22;Bonifico bancario;0;0;No
561;Leon Hunter;40;Australia;Maschio;675;51;34;8970,57;263,84;6;0.000000;2;13,54;PayPal;0;0;No
562;Rosalia Guariento;21;Italia;Femmina;1068;59;60;16614,75;276,91;6;0.030000;13;15,34;Contrassegno;0;0;No
563;Cecilia Boito;28;Italia;Femmina;133;46;3;48,06;16,02;3;0.000000;0;6,36;Contrassegno;0;0;No
564;Giosuè Prati;32;Italia;Maschio;542;45;15;5463,48;364,23;6;0.030000;4;32,71;Contrassegno;0;0;No
565;Márcio Morais;36;Portogallo;Maschio;365;12;12;1483,75;123,65;6;0.000000;2;29,39;PayPal;0;0;No
566;Jolanda Bompiani;29;Italia;Femmina;111;13;4;264,91;66,23;4;0.000000;1;34,7;Carta di credito;0;0;No
567;Elize De Vos;50;Paesi Bassi;Femmina;247;14;7;586,35;83,76;5;0.080000;1;24,8;PayPal;0;0;No
568;Ágata Bartolomé;35;Spagna;Femmina;8;8;0;0;0;0;0.000000;0;19,67;N/A;1;1;No
569;Benvenuto Santoro;24;Italia;Maschio;393;87;11;584,33;53,12;5;0.110000;1;18,77;Carta di credito;0;0;No
570;Eva Forza;34;Italia;Femmina;418;1;15;4729,7;315,31;6;0.000000;2;20,43;PayPal;0;0;No
572;Marguerite Mercier;33;Francia;Femmina;591;27;17;3827,51;225,15;6;0.000000;7;30,08;Carta di credito;0;0;No
573;Afonso Faria;41;Portogallo;Maschio;216;71;8;1048,51;131,06;6;0.000000;2;14,72;Carta di credito;0;0;No
574;Nina Nunes;47;Brasile;Femmina;1068;0;60;19213,44;320,22;6;0.020000;11;15,89;Carta di credito;0;0;No
575;Armando Marenzio;36;Italia;Maschio;600;2;26;6861,35;263,9;6;0.000000;1;20,37;Carta di credito;0;0;No
576;Holly Davies;24;Regno Unito;Femmina;853;33;44;8043,31;182,8;6;0.000000;5;19,75;Bonifico bancario;0;0;No
577;Benjamin De Oliveira;50;Francia;Maschio;239;0;6;870,28;145,05;6;0.080000;2;41,14;Bonifico bancario;0;0;No
578;Eliana Baggio;55;Italia;Femmina;13;13;0;0;0;0;0.000000;0;19,67;N/A;1;1;No
579;Isa Bocelli;53;Italia;Femmina;440;46;10;3007,49;300,75;6;0.000000;4;30,85;Carta di credito;0;0;No
580;Laura Donatoni;45;Italia;Femmina;143;6;5;342,12;68,42;4;0.000000;2;19,74;Bonifico bancario;0;0;No
581;Neil Taylor;21;Regno Unito;Maschio;821;24;47;18478,09;393,15;6;0.050000;7;14,43;Carta di credito;0;0;No
582;Ernest Gospodarek;32;Polonia;Maschio;553;88;27;7753,15;287,15;6;0.080000;2;14,54;PayPal;0;0;Si
584;Gerard Claeys;42;Belgio;Maschio;534;60;17;8825,59;519,15;6;0.000000;0;21,38;Bonifico bancario;0;0;No
586;Livio Gulotta;40;Italia;Maschio;482;35;21;2911,13;138,63;6;0.030000;2;20,51;Contrassegno;0;0;No
587;Toni Rastelli;29;Italia;Maschio;118;2;5;864,34;172,87;5;0.000000;0;14,42;PayPal;0;0;No
588;Arturo Galeati;24;Italia;Maschio;1103;4;56;8471,87;151,28;6;0.020000;11;16,06;Carta di credito;0;0;No
589;Rita Boiardo;52;Italia;Femmina;530;28;23;4298,75;186,9;6;0.070000;1;18,1;Bonifico bancario;0;0;No
590;陽一 三浦;32;Giappone;Maschio;72;9;4;436;109;4;0.000000;1;15,53;Bonifico bancario;0;0;No
591;Adelasia Luria;34;Italia;Femmina;161;29;11;4059,24;369,02;6;0.000000;1;10,99;PayPal;0;0;No
592;Pina Palmisano;63;Italia;Femmina;239;0;11;1008,7;91,7;5;0.000000;1;20,78;PayPal;0;0;No
593;Fenne Lankle;36;Paesi Bassi;Femmina;67;32;1;94,48;94,48;2;0.000000;0;19,67;Carta di credito;1;0;No
594;Simonetta Marini;37;Italia;Femmina;874;10;90;20243,92;224,93;6;0.020000;15;7,81;Bonifico bancario;0;0;No
595;Orlando Petrocelli;67;Italia;Maschio;633;14;22;2948,2;134,01;6;0.000000;4;21,04;Bonifico bancario;0;0;No
597;Sara Stanclik;27;Polonia;Femmina;296;53;3;2441,28;813,76;5;0.220000;2;16,36;Carta di credito;0;0;No
598;Gianna Gotti;44;Italia;Femmina;580;1;22;7165,41;325,7;6;0.000000;4;23,7;Carta di credito;0;0;No
599;Stella Cilibrasi;44;Italia;Femmina;862;25;31;8013,44;258,5;6;0.020000;4;25,64;Contrassegno;0;0;No
600;Núria Monteiro;33;Portogallo;Femmina;828;52;33;12129,9;367,57;6;0.060000;4;22,15;Bonifico bancario;0;0;No
