customer_key;nome_completo;eta;paese;sesso;tenure_giorni;recency_giorni;frequency;monetary;frequency_normalizzata;regolarita_acquisti;regolarita_non_calcolabile;aov;diversita_categorie;quota_ordini_scontati;numero_ordini_annullati;metodo_pagamento_prevalente
411;Erika Bresciani;32;Italia;Femmina;1017;14;43;13207,55;1.270000000000000000;18,7;0;307,15;6;0.030000;7;Contrassegno
412;Ettore Morandi;38;Italia;Maschio;396;34;21;7517,6;1.590000000000000000;15,16;0;357,98;6;0.000000;2;PayPal
413;Sylvia Bertoni;18;Italia;Femmina;54;4;1;19,83;0.560000000000000000;21,95;1;19,83;1;0.000000;2;Carta di credito
414;Nicolas Weiss;36;Francia;Maschio;326;9;8;1331,96;0.740000000000000000;48,43;0;166,49;5;0.000000;2;Carta di credito
415;Ivo Baptista;42;Portogallo;Maschio;193;0;6;1297,93;0.930000000000000000;21,41;0;216,32;5;0.000000;1;Carta di credito
416;Giancarlo Zoppetti;19;Italia;Maschio;273;9;7;2497,53;0.770000000000000000;22,78;0;356,79;5;0.130000;0;Carta di credito
417;Gudrun Heintze;20;Germania;Femmina;272;48;5;1283,64;0.550000000000000000;18,55;0;256,73;5;0.000000;1;PayPal
418;Lauretta Franzese;34;Italia;Femmina;469;5;19;2475,57;1.220000000000000000;22,53;0;130,29;6;0.000000;3;PayPal
419;Rosina Riccardi;30;Italia;Femmina;979;28;49;7789,52;1.500000000000000000;23,71;0;158,97;6;0.070000;11;PayPal
420;Borys Sularz;52;Polonia;Maschio;94;50;1;89,44;0.320000000000000000;21,95;1;89,44;1;0.000000;1;PayPal
421;Sylvia Cerutti;39;Italia;Femmina;657;6;23;4910,99;1.050000000000000000;36,34;0;213,52;6;0.000000;1;PayPal
422;Gertraude Patberg;43;Germania;Femmina;153;3;7;1216,6;1.370000000000000000;15,3;0;173,8;5;0.000000;0;Bonifico bancario
423;Patricia Frost;37;Australia;Femmina;169;1;8;4526,69;1.420000000000000000;22,49;0;565,84;4;0.070000;1;Bonifico bancario
424;Pompeo Fischetti;50;Italia;Maschio;243;49;12;4314,49;1.480000000000000000;19,13;0;359,54;5;0.000000;1;Contrassegno
425;Lodewijk Everaert;18;Belgio;Maschio;80;0;5;947,75;1.880000000000000000;7,63;0;189,55;5;0.000000;0;Carta di credito
426;Livio Fischetti;33;Italia;Maschio;165;1;9;4435,59;1.640000000000000000;22,98;0;492,84;6;0.100000;0;Bonifico bancario
427;Cassandra Visconti;33;Italia;Femmina;1106;24;73;23264,45;1.980000000000000000;20;0;318,69;6;0.030000;10;PayPal
428;Ciro Villarosa;32;Italia;Maschio;584;58;23;3350,83;1.180000000000000000;18,46;0;145,69;6;0.000000;3;Carta di credito
429;Allegra Grassi;36;Italia;Femmina;776;27;35;9835,33;1.350000000000000000;24,83;0;281,01;6;0.040000;5;Carta di credito
430;Gianni Goldstein;36;Italia;Maschio;207;49;7;484,39;1.010000000000000000;8,85;0;69,2;4;0.000000;0;PayPal
431;Bert Claeys;25;Belgio;Maschio;94;26;5;230,19;1.600000000000000000;10,52;0;46,04;4;0.000000;0;Carta di credito
432;Manuel Bernardini;31;Italia;Maschio;1096;14;71;21434,01;1.940000000000000000;14,51;0;301,89;6;0.020000;7;PayPal
433;Lukas Böhm;40;Austria;Maschio;605;11;27;8337,48;1.340000000000000000;19,28;0;308,8;6;0.020000;3;Carta di credito
434;Lorenzo Faggiani;38;Italia;Maschio;957;25;31;7759;0.970000000000000000;36,91;0;250,29;6;0.030000;8;PayPal
435;Geronimo Gigli;33;Italia;Maschio;44;16;3;1310,97;2.050000000000000000;9,9;0;436,99;4;0.000000;1;Carta di credito
436;千代 林;69;Giappone;Femmina;1022;43;45;10885,09;1.320000000000000000;21,18;0;241,89;6;0.000000;9;Bonifico bancario
437;Halina Schweitzer;54;Germania;Femmina;954;16;46;11148,07;1.450000000000000000;21,58;0;242,35;6;0.000000;9;Carta di credito
438;Pina Esposito;34;Italia;Femmina;642;25;15;4708,16;0.700000000000000000;38,94;0;313,88;5;0.040000;2;Carta di credito
439;Isabela Antunes;33;Portogallo;Femmina;1151;6;60;14713,53;1.560000000000000000;20,84;0;245,23;6;0.040000;10;Carta di credito
440;Ewelina Klos;41;Polonia;Femmina;435;15;23;4194,54;1.590000000000000000;16,47;0;182,37;6;0.040000;5;PayPal
441;Anthony Hernandez;63;Stati Uniti;Maschio;1014;18;57;19125,92;1.690000000000000000;16,31;0;335,54;6;0.050000;2;Carta di credito
442;Margaux Ferreira;39;Francia;Femmina;387;39;17;2727,82;1.320000000000000000;17,58;0;160,46;6;0.000000;2;PayPal
443;Osvaldo Donarelli;18;Italia;Maschio;148;21;5;1000,32;1.010000000000000000;30,67;0;200,06;5;0.110000;0;Carta di credito
444;Emilio Mocenigo;22;Italia;Maschio;114;15;6;176,71;1.580000000000000000;18,33;0;29,45;3;0.000000;1;Bonifico bancario
445;Paloma Gregorio;56;Italia;Femmina;10;7;2;2539,01;2.000000000000000000;21,95;1;1269,5;2;0.000000;0;PayPal
446;Sandy Gehringer;50;Germania;Femmina;997;7;44;14726,23;1.320000000000000000;20,41;0;334,69;6;0.020000;3;Bonifico bancario
447;Elena Schönberger;59;Austria;Femmina;876;10;53;10253,75;1.820000000000000000;16,3;0;193,47;6;0.010000;3;PayPal
448;Marcial Vaquero;36;Spagna;Maschio;445;2;28;4787,41;1.890000000000000000;13,29;0;170,98;6;0.000000;3;PayPal
449;Yolanda Maza;56;Spagna;Femmina;642;7;29;5547,7;1.360000000000000000;20,83;0;191,3;6;0.020000;3;Bonifico bancario
450;Loredana Curatoli;55;Italia;Femmina;809;136;29;5540,25;1.080000000000000000;33,76;0;191,04;6;0.000000;4;Contrassegno
451;Gloria Dalla;43;Italia;Femmina;1211;5;125;28229,97;3.100000000000000000;9,79;0;225,84;6;0.050000;18;PayPal
452;Débora Pinheiro;35;Portogallo;Femmina;324;4;9;1526,32;0.830000000000000000;30,24;0;169,59;5;0.000000;0;Carta di credito
453;Nina Cornelis;52;Belgio;Femmina;906;2;41;3247,65;1.360000000000000000;32,38;0;79,21;6;0.040000;7;Bonifico bancario
454;Donna Cruz;57;Australia;Femmina;289;17;15;4635,79;1.560000000000000000;22,9;0;309,05;6;0.000000;3;Carta di credito
455;Gerrit Sarneel;47;Paesi Bassi;Maschio;80;9;4;809,86;1.500000000000000000;8,39;0;202,47;3;0.000000;1;Carta di credito
456;Pina Argan;51;Italia;Femmina;1139;9;98;20320,83;2.580000000000000000;9,79;0;207,36;6;0.040000;15;Contrassegno
457;Jessica Thomas;27;Australia;Femmina;528;43;25;7351,81;1.420000000000000000;16,28;0;294,07;6;0.030000;0;Bonifico bancario
458;Rosario Natta;31;Italia;Maschio;822;13;42;15311,61;1.530000000000000000;21,47;0;364,56;6;0.010000;7;Contrassegno
459;Alberico Bodoni;26;Italia;Maschio;554;14;27;5040,8;1.460000000000000000;22,99;0;186,7;6;0.040000;5;PayPal
460;Adelmo Pedrazzini;28;Italia;Maschio;154;14;6;1050,8;1.170000000000000000;38,89;0;175,13;4;0.100000;1;Bonifico bancario
461;Rosina Fibonacci;53;Italia;Femmina;912;3;60;18706,59;1.970000000000000000;16,19;0;311,78;6;0.020000;3;PayPal
462;Graziella Padovano;40;Italia;Femmina;227;18;14;5141,47;1.850000000000000000;12,87;0;367,25;6;0.030000;3;Contrassegno
463;Roland Caron;57;Francia;Maschio;1073;18;68;17174,09;1.900000000000000000;13,33;0;252,56;6;0.020000;11;Bonifico bancario
464;Milena Carpaccio;36;Italia;Femmina;203;42;5;526,86;0.740000000000000000;32,79;0;105,37;4;0.000000;1;Contrassegno
465;Lucio Fantozzi;38;Italia;Maschio;594;40;26;5922,29;1.310000000000000000;22,49;0;227,78;6;0.000000;5;Carta di credito
466;Thierry Thierry;35;Francia;Maschio;310;91;7;245,43;0.680000000000000000;35,55;0;35,06;4;0.000000;4;Carta di credito
467;Isabel Torres;30;Portogallo;Femmina;1183;12;55;15588,44;1.390000000000000000;21,19;0;283,43;6;0.010000;7;Carta di credito
468;Girolamo Turchetta;23;Italia;Maschio;230;10;11;3661,3;1.430000000000000000;10,22;0;332,85;6;0.000000;0;PayPal
469;Alessandra Pedroni;28;Italia;Femmina;500;3;24;9745,25;1.440000000000000000;21,35;0;406,05;6;0.060000;3;PayPal
470;Thomas Laureys;42;Belgio;Maschio;472;2;21;5038,69;1.330000000000000000;22,05;0;239,94;6;0.080000;5;Carta di credito
471;Isabella Cugia;48;Italia;Femmina;1348;7;58;20860;1.290000000000000000;16,23;0;359,66;6;0.040000;10;Contrassegno
472;Márcio Pinheiro;45;Portogallo;Maschio;648;29;24;5046,93;1.110000000000000000;27,13;0;210,29;6;0.000000;4;Bonifico bancario
473;Bianka Kuświk;26;Polonia;Femmina;382;14;15;928,28;1.180000000000000000;32,43;0;61,89;5;0.000000;0;Bonifico bancario
474;Robert Morrow;35;Stati Uniti;Maschio;588;36;28;9611,35;1.430000000000000000;20,72;0;343,26;6;0.000000;4;Bonifico bancario
475;Róża Piórek;18;Polonia;Femmina;134;12;6;936,43;1.340000000000000000;30,15;0;156,07;4;0.080000;2;PayPal
476;Fenna Ridder;30;Paesi Bassi;Femmina;995;58;45;11507,84;1.360000000000000000;23,73;0;255,73;6;0.010000;6;Carta di credito
477;Luka Drysdale;40;Paesi Bassi;Maschio;809;3;51;12558,44;1.890000000000000000;15,32;0;246,24;6;0.050000;6;Bonifico bancario
478;Benito Argentero;29;Italia;Maschio;319;4;17;5109,96;1.600000000000000000;15,15;0;300,59;5;0.030000;3;Carta di credito
479;Miguel Batista;46;Portogallo;Maschio;1180;22;61;13379,79;1.550000000000000000;16,16;0;219,34;6;0.000000;8;Carta di credito
480;Daria Petralli;43;Italia;Femmina;499;26;23;6046,48;1.380000000000000000;27,17;0;262,89;6;0.020000;6;Carta di credito
481;Nicole Johnson;36;Canada;Femmina;574;6;23;7617,69;1.200000000000000000;23,23;0;331,2;6;0.020000;1;PayPal
482;Amico Ferragamo;52;Italia;Maschio;471;29;21;5456,89;1.340000000000000000;15,12;0;259,85;5;0.000000;3;Bonifico bancario
483;Stephanie Van Hecke;29;Belgio;Femmina;401;0;18;4475,45;1.350000000000000000;24,98;0;248,64;6;0.000000;2;Carta di credito
484;Cipriano Canil;25;Italia;Maschio;168;10;1;12,62;0.180000000000000000;21,95;1;12,62;1;0.000000;3;Contrassegno
485;Serafina Curatoli;29;Italia;Femmina;993;0;48;7719,48;1.450000000000000000;21,62;0;160,82;6;0.010000;7;Carta di credito
486;Isabel Anjos;32;Portogallo;Femmina;574;29;18;5888,66;0.940000000000000000;28,93;0;327,15;6;0.000000;1;Carta di credito
487;Benito Lollobrigida;32;Italia;Maschio;836;3;41;10741,1;1.470000000000000000;22,26;0;261,98;6;0.010000;8;PayPal
488;Ettore Dossi;35;Italia;Maschio;697;56;31;8909,59;1.330000000000000000;20,26;0;287,41;6;0.020000;8;Bonifico bancario
489;Serena Accardo;27;Italia;Femmina;351;6;11;3189,25;0.940000000000000000;25,51;0;289,93;5;0.000000;1;Carta di credito
490;Pompeo Musatti;47;Italia;Maschio;583;0;25;5412,41;1.290000000000000000;38,03;0;216,5;6;0.000000;4;Contrassegno
491;翔太 山本;50;Giappone;Maschio;1058;42;53;8651,06;1.500000000000000000;17,72;0;163,23;6;0.000000;7;PayPal
492;Joyce Smith;46;Regno Unito;Femmina;49;6;2;104,75;1.220000000000000000;21,95;1;52,38;1;0.000000;1;Carta di credito
493;Aldo Palazzo;22;Italia;Maschio;312;4;11;3722,58;1.060000000000000000;7,92;0;338,42;6;0.000000;1;PayPal
494;Aaron Baldwin;27;Stati Uniti;Maschio;771;14;33;7512,44;1.280000000000000000;25,61;0;227,65;6;0.060000;8;PayPal
495;Mafalda Marques;35;Portogallo;Femmina;119;13;7;1869,86;1.760000000000000000;14,21;0;267,12;6;0.000000;0;Carta di credito
496;Henri Menard;39;Francia;Maschio;453;51;12;2386,25;0.790000000000000000;39,42;0;198,85;5;0.000000;2;Carta di credito
497;Inaya Simons;43;Paesi Bassi;Femmina;196;7;9;2782,67;1.380000000000000000;13,61;0;309,19;6;0.000000;1;Carta di credito
498;Giancarlo Cocci;55;Italia;Maschio;345;0;11;1775,74;0.960000000000000000;15,39;0;161,43;6;0.000000;2;Carta di credito
499;Tanner Rivas;45;Australia;Maschio;1179;11;59;14379,1;1.500000000000000000;23,12;0;243,71;6;0.030000;12;Carta di credito
500;Traci Sanchez;26;Canada;Femmina;166;31;5;1293,91;0.900000000000000000;25,32;0;258,78;3;0.000000;1;Bonifico bancario
501;Victoria Iacovelli;22;Italia;Femmina;1026;2;51;10946,08;1.490000000000000000;23,51;0;214,63;6;0.050000;9;PayPal
502;Margherita Scaramucci;55;Italia;Femmina;171;7;7;2975,16;1.230000000000000000;29,89;0;425,02;5;0.000000;0;Bonifico bancario
503;Benvenuto Niggli;39;Italia;Maschio;730;3;29;4115,14;1.190000000000000000;27,12;0;141,9;6;0.020000;1;Carta di credito
504;Steven Mühlbacher;38;Austria;Maschio;251;21;7;4986,32;0.840000000000000000;23,48;0;712,33;4;0.000000;3;Bonifico bancario
505;Johann Dorn;45;Austria;Maschio;371;0;6;859,22;0.490000000000000000;41,03;0;143,2;5;0.000000;2;Bonifico bancario
506;Ippazio Bossi;62;Italia;Maschio;384;1;12;4267,28;0.940000000000000000;28,18;0;355,61;6;0.000000;2;PayPal
507;Eraldo Paltrinieri;27;Italia;Maschio;274;23;12;2644,99;1.310000000000000000;17,55;0;220,42;6;0.050000;2;PayPal
508;Goffredo Visconti;34;Italia;Maschio;451;4;18;4148,04;1.200000000000000000;22,27;0;230,45;6;0.000000;2;Contrassegno
509;Marco Orengo;44;Italia;Maschio;823;31;37;16492,88;1.350000000000000000;19,3;0;445,75;6;0.040000;2;PayPal
510;Annalisa Callegari;38;Italia;Femmina;233;6;7;2820,65;0.900000000000000000;31,05;0;402,95;5;0.000000;1;Contrassegno
511;Morena Piccio;24;Italia;Femmina;110;3;5;573,04;1.360000000000000000;24,25;0;114,61;4;0.000000;1;Bonifico bancario
512;Costanzo Gotti;20;Italia;Maschio;281;38;12;1020,53;1.280000000000000000;18,19;0;85,04;6;0.000000;3;Carta di credito
513;Pomponio Ravaglioli;52;Italia;Maschio;801;24;29;3819,07;1.090000000000000000;28,96;0;131,69;6;0.020000;5;Carta di credito
514;Virginia Sibilia;29;Italia;Femmina;1036;51;60;15216,71;1.740000000000000000;21,4;0;253,61;6;0.030000;6;Bonifico bancario
515;Pietro Soranzo;29;Italia;Maschio;659;9;29;4389,3;1.320000000000000000;21,29;0;151,36;6;0.020000;4;PayPal
516;Azeglio Persico;52;Italia;Maschio;485;0;25;5097,99;1.550000000000000000;17,56;0;203,92;6;0.020000;5;Bonifico bancario
517;Andre Knox;58;Stati Uniti;Maschio;836;4;46;10243,25;1.650000000000000000;15,46;0;222,68;6;0.080000;1;PayPal
518;Lauretta Necci;18;Italia;Femmina;76;0;5;602,19;1.970000000000000000;3,11;0;120,44;5;0.000000;0;PayPal
519;Fredo Tosi;38;Italia;Maschio;358;12;16;2402,76;1.340000000000000000;19,2;0;150,17;6;0.030000;1;PayPal
520;Lex Massa;42;Paesi Bassi;Maschio;586;8;18;5513,27;0.920000000000000000;31,07;0;306,29;6;0.000000;2;Bonifico bancario
521;Hazel Fraser;59;Regno Unito;Femmina;569;19;30;10949,33;1.580000000000000000;33,12;0;364,98;6;0.000000;3;Bonifico bancario
522;Carsten Möchlichen;18;Germania;Maschio;87;4;6;1340,29;2.070000000000000000;4,93;0;223,38;5;0.000000;0;PayPal
523;Danielle Johnson;45;Stati Uniti;Femmina;770;1;34;8540,64;1.320000000000000000;23,53;0;251,2;6;0.040000;4;Carta di credito
524;Gabriella Gradenigo;40;Italia;Femmina;745;125;26;5550,58;1.050000000000000000;20,68;0;213,48;6;0.040000;5;Contrassegno
525;Lana Hauer;39;Austria;Femmina;81;48;1;32,13;0.370000000000000000;21,95;1;32,13;1;0.000000;1;PayPal
526;Mariana Pacetti;56;Italia;Femmina;133;33;3;68,61;0.680000000000000000;3,54;0;22,87;3;0.000000;3;Carta di credito
527;Sven Schatz;42;Austria;Maschio;182;2;7;1112,07;1.150000000000000000;38,2;0;158,87;5;0.000000;1;Bonifico bancario
528;Erika Montanariello;70;Italia;Femmina;736;14;29;4498,42;1.180000000000000000;26,9;0;155,12;6;0.040000;6;Contrassegno
529;Rosina Bonbach;19;Germania;Femmina;91;38;3;1664,68;0.990000000000000000;0,71;0;554,89;4;0.000000;0;PayPal
530;Teresa Viola;36;Italia;Femmina;548;4;23;8535,93;1.260000000000000000;17,91;0;371,13;6;0.070000;5;PayPal
531;Olgierd Magier;33;Polonia;Maschio;357;89;11;1939,57;0.920000000000000000;25,63;0;176,32;6;0.000000;2;Carta di credito
532;Ester Albuquerque;41;Brasile;Femmina;190;16;4;634,13;0.630000000000000000;59,16;0;158,53;5;0.000000;0;Bonifico bancario
533;Gionata Piacentini;54;Italia;Maschio;413;35;25;4912,52;1.820000000000000000;16,09;0;196,5;6;0.060000;4;Contrassegno
534;Sergius Pedersoli;41;Italia;Maschio;119;16;6;841,1;1.510000000000000000;11,54;0;140,18;4;0.080000;2;PayPal
535;Emilie Fink;18;Austria;Femmina;21;0;1;14,99;1.000000000000000000;21,95;1;14,99;1;0.000000;0;Bonifico bancario
536;Mirco Hendriks;42;Germania;Maschio;684;47;25;7247,93;1.100000000000000000;27,22;0;289,92;6;0.000000;2;Bonifico bancario
537;Naud Van Wassenaar;33;Paesi Bassi;Maschio;581;15;19;4303,48;0.980000000000000000;29,87;0;226,5;6;0.000000;5;PayPal
538;Reyes Molins;34;Spagna;Femmina;858;19;47;13173,67;1.640000000000000000;17,83;0;280,29;6;0.010000;6;PayPal
539;Eliana Rensi;45;Italia;Femmina;654;3;18;6936,08;0.830000000000000000;42,07;0;385,34;6;0.000000;3;Carta di credito
540;Matias Freitas;49;Portogallo;Maschio;361;14;14;4428,42;1.160000000000000000;28,6;0;316,32;6;0.000000;3;PayPal
541;Tanner Spencer;46;Australia;Maschio;560;46;26;8345,57;1.390000000000000000;15,29;0;320,98;6;0.020000;3;PayPal
542;Vincent Perry;47;Regno Unito;Maschio;857;1;39;12257,61;1.370000000000000000;21,79;0;314,3;6;0.020000;6;Carta di credito
543;Edoardo Renier;40;Italia;Maschio;859;33;49;10424,62;1.710000000000000000;16,53;0;212,75;6;0.020000;7;PayPal
544;Isabel Guerra;34;Brasile;Femmina;633;31;18;5727,28;0.850000000000000000;33,97;0;318,18;6;0.000000;4;Carta di credito
545;Alessandra Capone;26;Italia;Femmina;855;22;39;11535,2;1.370000000000000000;27,74;0;295,77;6;0.110000;5;Contrassegno
546;Peer Jacobi Jäckel;52;Germania;Maschio;65;54;1;45,62;0.460000000000000000;21,95;1;45,62;1;0.000000;0;PayPal
547;Simone Rocca;19;Italia;Maschio;33;3;3;456,28;2.730000000000000000;4,24;0;152,09;3;0.000000;0;PayPal
549;Sheila Riley;18;Regno Unito;Femmina;115;21;3;450,86;0.780000000000000000;10,61;0;150,29;5;0.000000;0;PayPal
550;Tatiana Rossini;48;Italia;Femmina;35;5;1;22,31;0.860000000000000000;21,95;1;22,31;1;0.000000;0;Bonifico bancario
551;Joanne Rhodes;34;Regno Unito;Femmina;1231;22;59;12607,56;1.440000000000000000;18,03;0;213,69;6;0.030000;7;Bonifico bancario
552;Dino Bettoni;33;Italia;Maschio;673;14;27;4671,11;1.200000000000000000;36,93;0;173;6;0.020000;3;PayPal
553;Jan Vanneste;26;Belgio;Maschio;1218;19;60;11877,65;1.480000000000000000;20,75;0;197,96;6;0.010000;5;Carta di credito
554;Germana Sauli;37;Italia;Femmina;469;41;21;6578,53;1.340000000000000000;23,61;0;313,26;6;0.000000;1;Contrassegno
555;Lucia Boldù;43;Italia;Femmina;412;4;15;4697,99;1.090000000000000000;23,59;0;313,2;6;0.000000;4;Bonifico bancario
556;Ludovico Gabrieli;18;Italia;Maschio;16;2;2;80,49;2.000000000000000000;21,95;1;40,25;1;0.000000;0;Bonifico bancario
557;Nino Renzi;20;Italia;Maschio;144;56;5;391,54;1.040000000000000000;14,52;0;78,31;5;0.000000;1;Carta di credito
558;Antônio Cassiano;45;Brasile;Maschio;1129;13;56;12879,13;1.490000000000000000;23,1;0;229,98;6;0.020000;5;Bonifico bancario
559;Annetta Scarpa;26;Italia;Femmina;316;0;14;4423,43;1.330000000000000000;19,62;0;315,96;6;0.030000;2;Contrassegno
560;Nathalie Morin;64;Francia;Femmina;1055;5;66;13684,36;1.880000000000000000;14,63;0;207,34;6;0.050000;11;PayPal
561;Leon Hunter;40;Australia;Maschio;736;2;37;9081,23;1.510000000000000000;15,84;0;245,44;6;0.000000;3;PayPal
562;Rosalia Guariento;21;Italia;Femmina;1129;20;66;17644,92;1.750000000000000000;18,55;0;267,35;6;0.020000;13;Bonifico bancario
563;Cecilia Boito;28;Italia;Femmina;194;49;5;147,81;0.770000000000000000;17,65;0;29,56;4;0.000000;0;Carta di credito
564;Giosuè Prati;33;Italia;Maschio;603;1;21;6503,02;1.040000000000000000;40,01;0;309,67;6;0.020000;4;Carta di credito
565;Márcio Morais;36;Portogallo;Maschio;426;14;17;2628,53;1.200000000000000000;32,86;0;154,62;6;0.000000;2;Bonifico bancario
566;Jolanda Bompiani;29;Italia;Femmina;172;11;9;1047,34;1.570000000000000000;26,24;0;116,37;5;0.050000;1;Contrassegno
567;Elize De Vos;50;Paesi Bassi;Femmina;308;0;15;1690,92;1.460000000000000000;20,97;0;112,73;6;0.030000;2;Bonifico bancario
568;Ágata Bartolomé;35;Spagna;Femmina;69;6;4;507,27;1.740000000000000000;7,21;0;126,82;4;0.000000;1;PayPal
569;Benvenuto Santoro;25;Italia;Maschio;454;4;16;1379,55;1.060000000000000000;23,86;0;86,22;6;0.080000;1;Carta di credito
570;Eva Forza;34;Italia;Femmina;479;14;18;5091,59;1.130000000000000000;19,97;0;282,87;6;0.000000;2;PayPal
571;Larissa Rios;38;Brasile;Femmina;7;1;2;198,41;2.000000000000000000;21,95;1;99,2;2;0.000000;0;Carta di credito
572;Marguerite Mercier;34;Francia;Femmina;652;39;20;4234,57;0.920000000000000000;35,28;0;211,73;6;0.000000;9;Carta di credito
573;Afonso Faria;41;Portogallo;Maschio;277;12;13;1786,55;1.410000000000000000;23,83;0;137,43;6;0.000000;2;Bonifico bancario
574;Nina Nunes;47;Brasile;Femmina;1129;30;62;19342,33;1.650000000000000000;18,79;0;311,97;6;0.020000;11;PayPal
575;Armando Marenzio;36;Italia;Maschio;661;57;27;6882,77;1.230000000000000000;22,76;0;254,92;6;0.000000;1;PayPal
576;Holly Davies;24;Regno Unito;Femmina;914;16;49;8764,26;1.610000000000000000;22,77;0;178,86;6;0.000000;5;Carta di credito
577;Benjamin De Oliveira;50;Francia;Maschio;300;4;10;1123,66;1.000000000000000000;42,25;0;112,37;6;0.050000;2;Bonifico bancario
578;Eliana Baggio;55;Italia;Femmina;74;16;2;120,37;0.810000000000000000;21,95;1;60,19;3;0.000000;0;PayPal
579;Isa Bocelli;54;Italia;Femmina;501;30;15;4963,79;0.900000000000000000;30,5;0;330,92;6;0.000000;4;Bonifico bancario
580;Laura Donatoni;45;Italia;Femmina;204;10;8;453,1;1.180000000000000000;14,48;0;56,64;5;0.000000;2;PayPal
581;Neil Taylor;22;Regno Unito;Maschio;882;25;49;18893,24;1.670000000000000000;16,79;0;385,58;6;0.050000;7;Carta di credito
582;Ernest Gospodarek;32;Polonia;Maschio;614;149;27;7753,15;1.320000000000000000;16,98;0;287,15;6;0.080000;2;PayPal
584;Gerard Claeys;42;Belgio;Maschio;595;34;20;9004,26;1.010000000000000000;27,64;0;450,21;6;0.000000;1;Bonifico bancario
586;Livio Gulotta;40;Italia;Maschio;543;3;24;3449,88;1.330000000000000000;24,04;0;143,74;6;0.020000;3;Contrassegno
587;Toni Rastelli;29;Italia;Maschio;179;0;8;933,7;1.340000000000000000;14,52;0;116,71;5;0.000000;2;Carta di credito
588;Arturo Galeati;25;Italia;Maschio;1164;6;65;12103,86;1.680000000000000000;17,7;0;186,21;6;0.020000;11;Carta di credito
589;Rita Boiardo;52;Italia;Femmina;591;28;24;4808,11;1.220000000000000000;21,36;0;200,34;6;0.060000;1;Bonifico bancario
590;陽一 三浦;33;Giappone;Maschio;133;2;7;1149,43;1.580000000000000000;14,91;0;164,2;5;0.000000;1;Bonifico bancario
591;Adelasia Luria;34;Italia;Femmina;222;16;16;4194,44;2.160000000000000000;12,3;0;262,15;6;0.000000;1;PayPal
592;Pina Palmisano;63;Italia;Femmina;300;13;14;1920,65;1.400000000000000000;20,12;0;137,19;6;0.000000;1;PayPal
593;Fenne Lankle;36;Paesi Bassi;Femmina;128;13;3;256,45;0.700000000000000000;29,7;0;85,48;3;0.000000;0;Carta di credito
594;Simonetta Marini;38;Italia;Femmina;935;0;95;20855,91;3.050000000000000000;8,72;0;219,54;6;0.020000;16;Carta di credito
595;Orlando Petrocelli;67;Italia;Maschio;694;40;23;2973,33;0.990000000000000000;22,06;0;129,28;6;0.000000;4;PayPal
596;Beatriz Reis;18;Portogallo;Femmina;48;2;3;1202,12;1.880000000000000000;16,26;0;400,71;3;0.000000;1;Carta di credito
597;Sara Stanclik;27;Polonia;Femmina;357;22;6;2691,15;0.500000000000000000;29,33;0;448,53;5;0.170000;2;Carta di credito
598;Gianna Gotti;45;Italia;Femmina;641;6;27;9861,72;1.260000000000000000;26,52;0;365,25;6;0.000000;4;Contrassegno
599;Stella Cilibrasi;44;Italia;Femmina;923;35;33;8254,63;1.070000000000000000;29,66;0;250,14;6;0.020000;5;Contrassegno
600;Núria Monteiro;34;Portogallo;Femmina;889;4;34;12138,89;1.150000000000000000;29,88;0;357,03;6;0.060000;4;PayPal
